Level 0 preferred term,Level 1 preferred term,Level 2 preferred term,Level 3 preferred term,Description,Scope note,Level 0 code,Level 1 code,Level 2 code,Level 3 code
knowledge,"business, administration and law",business and administration,marketing and advertising,"Marketing and advertising is the study of promoting the exchange processes of goods and services between organizations and/or individuals, and the study of consumer behaviour and requirements. It includes the study of the role of product development, pricing, distribution, promotion and sales in order to maximise business performance.
Programmes and qualifications with the following main content are classified here:
Advertising
Consumer behaviour
Market research
Marketing
Merchandising
Public relations",,K,,,
knowledge,"business, administration and law",business and administration,secretarial and office work,"Secretarial and office work is the study of administrative procedures and practices, office technology and clerical, shorthand and keyboard skills. Specialised secretarial programmes (bilingual, medical, law, accounting etc) are included if the programme has secretarial work as its objective, rather than work as specialised assistants.
Programmes and qualifications with the following main content are classified here:
Administrative and secretarial services
Clerical programmes
Data entry
Foreign language secretary programmes
Keyboard skills
Legal secretary programmes
Medical secretary programmes
Operation of office equipment
Receptionist training
Secretarial programmes
Shorthand
Switchboard operating
Typing

=== Inclusions
Broad secretarial programmes comprising among other things computer courses are included here.

=== Exclusions
Separate programmes or qualifications in using a specific computer software are excluded from this detailed field and included under detailed field 0611 'Computer use'.
Office management is excluded from this detailed field and included in detailed field 0413 'Management and administration'.
Hotel receptionist programmes are excluded from this detailed field and included in detailed field 1013 'Hotel, restaurant and catering'.",,K,,,
knowledge,"business, administration and law",business and administration,wholesale and retail sales,"Wholesale and retail sales is the study of buying and selling goods and services, including stock management, pricing practices, loss prevention, sales systems and procedures. It includes the study of the workings and current trends of the wholesale and retail industries. Selling of buildings and properties is also included.
Programmes and qualifications with the following main content are classified here:
Auctioneering
Consumer services
Demonstration techniques
Purchasing
Real-estate business
Retailing
Stock-keeping
Ware-housing
Wholesaling

=== Inclusions
Study of buying and selling buildings and properties is included here.",,K,,,
knowledge,"business, administration and law",business and administration,work skills,"Work skills is the study of the structure and function of working life. It comprises programmes, mainly given as staff training, related to the working place and to work assignments.
Programmes and qualifications with the following main content are classified here:
Clients' needs
Company knowledge
Customer service training
'Introduction to work' courses
Organization at work
Quality assurance
Trade union courses (general)
Work development

=== Inclusions
Staff training related to the work place or work assignments is included here.

=== Exclusions
Training related to the work place or work assignments is excluded from this detailed field if it has more to do with personal development than work development and is included in detailed field 0031 'Personal skills'.
Staff training which can be classified to any other field is excluded from this detailed field and included in the appropriate field (e.g. quality courses should, if technical, be included in the detailed fields under 071 'Engineering and engineering trades'.)
Programmes in work environment should be included in detailed field 1022 'Occupational health and safety'.
Programmes, mostly at tertiary level, dealing with working life in general in terms of the labour market, the social partners, industrial psychology etc. are excluded from this detailed field and included in the detailed fields under 031 'Social and behaviour sciences'.",,K,,,
knowledge,"business, administration and law",business and administration,business and administration not elsewhere classified,,,K,,,
knowledge,"business, administration and law",law,,,,K,,,
knowledge,"business, administration and law",law,law,"Law is the study of the principles and procedures for formally maintaining social order, including training for legal professions such as advocate or training for the judicial bench.
Programmes and qualifications with the following main content are classified here:
Commercial law
Criminal justice studies
History of law
Indigenous law
Jurisprudence
Labour law
Legal practice
Notary/Notary's practise
Paralegal studies

=== Exclusions
Court reporting programmes and legal secretary programmes are excluded from this detailed field and included in detailed field 0415 'Secretarial and office work'.
Police studies are excluded from this detailed field and included in detailed field 1032 'Protection of persons and property'.",,K,,,
knowledge,"business, administration and law","inter-disciplinary programmes and qualifications involving business, administration and law",,,,K,,,
knowledge,"business, administration and law","inter-disciplinary programmes and qualifications involving business, administration and law","inter-disciplinary programmes and qualifications involving business, administration and law","Inter-disciplinary programmes and qualifications to which the greatest intended learning time is devoted to business, administration and law are classified here.

=== Inclusions
Study of business and administration where emphasis is not given towards any of the detailed fields under 041 is included in this field.

=== Exclusions
Business programmes where emphasis is given to any of the detailed fields under 041 'Business and administration' (management, administration, marketing etc.) should be classified according to the specialisation.",,K,,,
knowledge,"business, administration and law","business, administration and law not elsewhere classified",,,,K,,,
knowledge,"business, administration and law","business, administration and law not elsewhere classified","business, administration and law not elsewhere classified",,,K,,,
knowledge,"natural sciences, mathematics and statistics",,,,,K,,,
knowledge,"natural sciences, mathematics and statistics","natural sciences, mathematics and statistics not further defined",,,,K,,,
knowledge,"natural sciences, mathematics and statistics","natural sciences, mathematics and statistics not further defined","natural sciences, mathematics and statistics not further defined",,,K,,,
knowledge,"natural sciences, mathematics and statistics",biological and related sciences,,,,K,,,
knowledge,"natural sciences, mathematics and statistics",biological and related sciences,biological and related sciences not further defined,,,K,,,
knowledge,"natural sciences, mathematics and statistics",biological and related sciences,biology,"Biology is the study of the structure, function, reproduction, growth, evolution and behaviour of all living organisms.
Programmes and qualifications with the following main content are classified here:
Biology
Botany
Cell biology
Entomology
Genetics
Mycology
Zoology

=== Exclusions
Study of environmental sciences, which is the study of the relation between living organisms and the environment, is excluded from this detailed field and included in detailed field 0521 'Environmental sciences'. Study of chemical processes in living organisms (biochemistry, toxicology, pharmacology etc.) is excluded from this detailed field and included in detailed field 0512 'Biochemistry'.",,K,,,
knowledge,"natural sciences, mathematics and statistics",biological and related sciences,biochemistry,"Biochemistry, sometimes called Biological chemistry, is the study of the chemistry of living organisms, including but not limited to, living matter.
Programmes and qualifications with the following main content are classified here:
Biological chemistry
Cell technology
Forensic sciences
Genetic code (DNA, RNA) studies
Genetic engineering
Pharmacology
Tissue culture technology
Toxicology
Virology

=== Inclusions
Biotechnology is included here.",,K,,,
knowledge,"natural sciences, mathematics and statistics",biological and related sciences,biological and related sciences not elsewhere classified,,,K,,,
knowledge,"natural sciences, mathematics and statistics",environment,,,,K,,,
knowledge,"natural sciences, mathematics and statistics",environment,environment not further defined,,,K,,,
knowledge,"natural sciences, mathematics and statistics",environment,environmental sciences,"Environmental sciences are the study of organisms in relation to one another and to the environment.
Programmes and qualifications with the following main content are classified here:
Ecology
Environmental science

=== Exclusions
The study of biology and toxicology are excluded from this detailed field and included under narrow field 051 'Biological and related sciences'.",,K,,,
knowledge,"natural sciences, mathematics and statistics",environment,natural environments and wildlife,"Natural environments and wildlife is the study of the relationships between living organisms in natural environments in order to protect nature and wildlife. It includes the study of establishing and maintaining national parks in order to preserve their original natural state.
Programmes and qualifications with the following main content are classified here:
National parks and wildlife management
Nature conservation
Wildlife

=== Exclusions
Study of agriculture, horticulture and forestry are excluded from this detailed field and included in some of the detailed fields under 08 'Agriculture, forestry, fisheries and veterinary'.
Study of hunting and trapping is excluded from this detailed field and included in detailed field 0821 'Forestry'.",,K,,,
knowledge,"natural sciences, mathematics and statistics",environment,environment not elsewhere classified,,,K,,,
knowledge,"natural sciences, mathematics and statistics",physical sciences,,,,K,,,
knowledge,"natural sciences, mathematics and statistics",physical sciences,physical sciences not further defined,,,K,,,
knowledge,"natural sciences, mathematics and statistics",physical sciences,chemistry,"Chemistry is the study of substances and their elements and how they react when combined.
Programmes and qualifications with the following main content are classified here:
Inorganic chemistry
Organic chemistry
Physical chemistry

=== Exclusions
Biochemistry is excluded from this detailed field and included in detailed field 0512 'Biochemistry'.",,K,,,
knowledge,"natural sciences, mathematics and statistics",physical sciences,earth sciences,"Earth sciences is the study of the composition and structure of earth including the hydrosphere and the atmosphere.
Programmes and qualifications with the following main content are classified here:
Climate research
Earth science
Geodesy
Geography (physical)
Geology
Geomatics
Geospatial technology
Meteorology
Oceanography
Seismology

=== Exclusions
Social geography is excluded from this detailed field and included in detailed field 0314 'Sociology and cultural studies'. Soil science is excluded from this detailed field and included in detailed field 0811 'Crop and livestock production'.",,K,,,
knowledge,"natural sciences, mathematics and statistics",physical sciences,physics,"Physics is the study of properties and interactions of matter and energy. It includes the study of astronomy and space science.
Programmes and qualifications with the following main content are classified here:
Astronomy
Astrophysics
Chemical physics
Medical physics
Optics
Physics
Space science

=== Exclusions
Opticians' practice is excluded from this detailed field and included in detailed field 0914 'Medical diagnostic and treatment technology'.",,K,,,
knowledge,"natural sciences, mathematics and statistics",physical sciences,physical sciences not elsewhere classified,,,K,,,
knowledge,"natural sciences, mathematics and statistics",mathematics and statistics,,,,K,,,
knowledge,"natural sciences, mathematics and statistics",mathematics and statistics,mathematics and statistics not further defined,,,K,,,
knowledge,"natural sciences, mathematics and statistics",mathematics and statistics,mathematics,"Mathematics is the study of abstract deductive systems. It includes algebra, arithmetic, geometry, real and complex analysis and pure and applied mathematics.
Programmes and qualifications with the following main content are classified here:
Algebra
Geometry
Mathematics
Numerical analysis
Operational research",,K,,,
knowledge,"natural sciences, mathematics and statistics",mathematics and statistics,statistics,"Statistics is the study of collecting, describing, arranging and analysing numerical data. The study of probability theory and actuarial science is included.
Programmes and qualifications with the following main content are classified here:
Actuarial science
Probability theory
Statistics, applied
Survey design
Survey sampling

=== Inclusions
Study of mathematical (theoretical) statistics is included here.

=== Exclusions
Demography/population studies is excluded from this detailed field and included in detailed field 0314 'Sociology and cultural studies'.",,K,,,
knowledge,"natural sciences, mathematics and statistics","inter-disciplinary programmes and qualifications involving natural sciences, mathematics and statistics",,,,K,,,
knowledge,"natural sciences, mathematics and statistics","inter-disciplinary programmes and qualifications involving natural sciences, mathematics and statistics","inter-disciplinary programmes and qualifications involving natural sciences, mathematics and statistics","Inter-disciplinary or broad programmes and qualifications to which the greatest intended learning time is devoted to natural sciences, mathematics and statistics are classified here.",,K,,,
knowledge,"natural sciences, mathematics and statistics","natural sciences, mathematics and statistics not elsewhere classified",,,,K,,,
knowledge,"natural sciences, mathematics and statistics","natural sciences, mathematics and statistics not elsewhere classified","natural sciences, mathematics and statistics not elsewhere classified",,,K,,,
knowledge,information and communication technologies (icts),,,,,K,,,
knowledge,information and communication technologies (icts),information and communication technologies (icts),,,,K,,,
knowledge,information and communication technologies (icts),information and communication technologies (icts),information and communication technologies (icts) not further defined,,,K,,,
knowledge,information and communication technologies (icts),information and communication technologies (icts),computer use,"Computer use is the study of using computers and computer software and applications for different purposes. These programmes are generally of short duration.
Programmes and qualifications with the following main content are classified here:
Computer use
Use of software for calculating (spread sheets)
Use of software for data processing
Use of software for desk top publishing
Use of software for word processing
Use of Internet",,K,,,
knowledge,information and communication technologies (icts),information and communication technologies (icts),database and network design and administration,"Database and network design and administration is the study of the design, maintenance and integration of software applications. Computer media applications are included.
Programmes and qualifications with the following main content are classified here:
Computer administration and management
Computer media applications
Computer network installation and maintenance
Database administrator studies
Information technology administration
Information technology security
Network administration
Network design
Web design",,K,,,
knowledge,information and communication technologies (icts),information and communication technologies (icts),software and applications development and analysis,"Software and applications development and analysis is the study of the design and development of computer systems and computing environments.
Programmes and qualifications with the following main content are classified here:
Computer programming
Computer science
Computer systems analysis
Computer systems design
Informatics
Operating systems
Programming languages development
Software development
Software programming

=== Exclusions
Computer engineering (hardware) is excluded from this detailed field and included in detailed field 0714 'Electronics and automation'.
Programmes and qualifications in using computer applications are excluded from this detailed field and included in detailed field 0611 'Computer use'. Database and network design and administration is excluded from this detailed field and included in detailed field 0612 'Database and network design and administration'.",,K,,,
knowledge,information and communication technologies (icts),information and communication technologies (icts),information and communication technologies not elsewhere classified,"Information technology studies not fitting in the detailed fields are classified here:
Artificial intelligence",,K,,,
knowledge,information and communication technologies (icts),inter-disciplinary programmes and qualifications involving information and communication technologies (icts),,,,K,,,
knowledge,information and communication technologies (icts),inter-disciplinary programmes and qualifications involving information and communication technologies (icts),inter-disciplinary programmes and qualifications involving information and communication technologies (icts),Inter-disciplinary programmes and qualifications to which the greatest intended learning time is devoted to information and communication technologies (ICTs) are classified here.,,K,,,
knowledge,"engineering, manufacturing and construction",,,,,K,,,
knowledge,"engineering, manufacturing and construction","engineering, manufacturing and construction not further defined",,,,K,,,
knowledge,"engineering, manufacturing and construction","engineering, manufacturing and construction not further defined","engineering, manufacturing and construction not further defined",,,K,,,
knowledge,"engineering, manufacturing and construction",engineering and engineering trades,,,,K,,,
knowledge,"engineering, manufacturing and construction",engineering and engineering trades,engineering and engineering trades not further defined,,,K,,,
knowledge,"engineering, manufacturing and construction",engineering and engineering trades,chemical engineering and processes,"Chemical engineering and processes is the study of planning, designing, and developing products and processes where chemical and physical changes occur. It includes designing chemical plants and control systems.
Programmes and qualifications with the following main content are classified here:
Chemical engineering
Chemical process engineering
Laboratory technology
Oil/gas/petrochemicals processing
Plant and machine operation (processing)
Process technology

=== Inclusions
Laboratory technology is included here if emphasis is not given to a specific application.

=== Exclusions
Laboratory technology is excluded from this detailed field if emphasis is given to a specific application (biological, medical, etc.) and is included under the appropriate detailed field (0914 etc.). Biotechnology is excluded from this detailed field and included in detailed field 0512 'Biochemistry'.
Programmes and qualifications with emphasis on the production of a specific material are excluded from this detailed field (e.g. studies with emphasis on paper processing should be included in detailed field 0722 'Materials (glass, paper, plastic, wood)'.",,K,,,
knowledge,"engineering, manufacturing and construction",engineering and engineering trades,environmental protection technology,"Environmental protection technology is the study of processes in order to minimise discharge and waste and avoid pollution. It includes programmes dealing with control of water, air, soil etc.
Programmes and qualifications with the following main content are classified here:
Air pollution control
Ecological technology
Energy efficiency
Environmental engineering
Industrial discharge control
Noise pollution control
Recycling
Water pollution control

=== Exclusions
Programmes and qualifications dealing with hygienic standards in food, water etc. are excluded from this detailed field and included in detailed field 1021 'Community sanitation'.
Construction related to waste and water management is excluded from this detailed field and included in detailed field 0732 'Building and civil engineering'.",,K,,,
knowledge,"engineering, manufacturing and construction",engineering and engineering trades,electricity and energy,"Electricity and energy is the study of installing, maintaining, repairing and diagnosing faults in electrical wiring and related equipment in domestic, commercial and industrial establishments. Installation and maintenance of overhead and underground electrical power distribution networks is included. Energy is the study of energy generation.
Programmes and qualifications with the following main content are classified here:
Air-conditioning trades
Climate engineering
Electrical appliances repairing
Electrical engineering
Electrical fitting
Electrical power generation
Electrical trades
Energy studies
Gas distribution
Heating trades
Nuclear, hydraulic and thermal energy
Power line installation and maintenance
Power production
Refrigeration
Solar power
Wind turbines

=== Inclusions
The study of installing, diagnosing faults in and repairing heating, air-conditioning and refrigeration equipment is included here.

=== Exclusions
Study of vehicle electrical systems is excluded from this detailed field and included in detailed field 0716 'Motor vehicles, ships and aircraft'.",,K,,,
knowledge,"engineering, manufacturing and construction",engineering and engineering trades,electronics and automation,"Electronics and automation is the study of planning, designing, developing maintaining and monitoring electronic equipment, machinery and systems. It includes designing computers and equipment for communication.
Programmes and qualifications with the following main content are classified here:
Broadcasting electronics
Communication systems
Communications equipment installation
Communications equipment maintenance
Computer engineering
Computer repairing
Control engineering
Data processing technology
Digital technology
Electronic engineering
Electronic equipment servicing
Network technology
Robotics
Telecommunications technology
Television and radio repairing

=== Exclusions
Computer science (Software and applications development) is excluded from this detailed field and included under 0613 'Software and applications development and analysis'.",,K,,,
knowledge,"engineering, manufacturing and construction",engineering and engineering trades,mechanics and metal trades,"Mechanics and metal trades is the study of planning, designing, developing, producing, maintaining and monitoring machines, mechanical plants and systems and metal products. It includes designing and maintaining machines which produce goods and services. The focus of study in this detailed field is machines, mechanical systems and metal products.
Programmes and qualifications with the following main content are classified here:
Gunsmithing
Hydraulics
Locksmithing and safe repairing
Mechanical engineering
Mechanical trades
Metal casting and patternmaking
Metal fitting, turning and machining
Metallurgical engineering
Precision mechanics
Sheet metal working
Steel production
Tool and die making
Welding

=== Exclusions
The study of motor vehicle mechanics and engineering is excluded from this detailed field and included in detailed field 0716 'Motor vehicles, ships and aircraft'.",,K,,,
knowledge,"engineering, manufacturing and construction",engineering and engineering trades,"motor vehicles, ships and aircraft","Motor vehicles, ships and aircraft is the study of designing, developing, producing, maintaining, diagnosing faults in, repairing and servicing motor vehicles, including earth moving equipment and agriculture machines, ships, trains and aircraft. Typical is the combination of studies in both metal structures and motors.
Programmes and qualifications with the following main content are classified here:
Aerospace engineering
Aircraft engineering
Aircraft maintenance
Automotive electrical systems
Automotive engineering
Avionics
Coachwork
Marine engineering
Motorcycle engineering
Panel beating
Shipbuilding
Train repair and maintenance
Vehicle building and repairing
Vehicle varnishing/spraying

=== Inclusions
Study of vehicle electrical systems is included here.

=== Exclusions
Study of producing and repairing non-motorised vehicles is excluded from this detailed field and included in 0715 'Mechanics and metal work' (e.g. bicycles) or 0722 'Materials (glass, paper, plastic, wood)' (e.g. non-motor boats).",,K,,,
knowledge,"engineering, manufacturing and construction",engineering and engineering trades,engineering and engineering trades not elsewhere classified,"Engineering studies not covered by other detailed fields are classified here:
Nanotechnology",,K,,,
knowledge,"engineering, manufacturing and construction",manufacturing and processing,,,,K,,,
knowledge,"engineering, manufacturing and construction",manufacturing and processing,manufacturing and processing not further defined,,,K,,,
knowledge,"engineering, manufacturing and construction",manufacturing and processing,food processing,"Food processing is the study of processing and packaging of food and beverages, and the equipment and procedures used in the production and distribution of foods.
Programmes and qualifications with the following main content are classified here:
Baking
Beer brewing
Butchery
Confectionery
Dairy foods
Food and drink processing
Food preservation
Food science and technology
Meat processing
Pastry cooking
Tobacco processing
Wine production

=== Inclusions
Study of food handling and food hygiene is included here.

=== Exclusions
Restaurant and catering are excluded from this detailed field and included in detailed field 1013 'Hotel, restaurant and catering'.
Nutrition science is excluded from this detailed field and included in narrow field 051 'Biological and related sciences'.
0722 Materials (glass, paper, plastic and wood)
Materials is the study of the manufacturing of products in glass, paper, plastic, wood or other materials like stone, clay, artificial materials etc. Programmes and qualifications included in this detailed field have more to do with a specific material than general technical knowledge.
Programmes and qualifications with the following main content are classified here:
Boat building (non-motor)
Cabinet making
Carpentry (furniture)
Ceramics (industrial)
Furniture making
Glass working (industrial)
Industrial diamond production
Paper manufacturing and processing
Plastic manufacturing
Rubber processing
Timber technology
Wood machining and turning
Woodwork trades

=== Exclusions
Study of metal work is excluded from this detailed field and included in detailed field 0715 'Mechanics and metal trades'.
Study of building carpentry and joinery is excluded from this detailed field and included in detailed field 0732 'Building and civil engineering'.
Study of chemical processing in general is excluded from this detailed field and included in detailed field 0711 'Chemical engineering and processes'.
Study of printing and bookbinding is excluded from this detailed field and included in detailed field 0211 'Audio-visual techniques and media production'.
Handicrafts programmes (glass arts and crafts, woodcarving etc) are excluded from this detailed field and included in detailed field 0214 'Handicrafts'.
0723 Textiles (clothes, footwear and leather)
Textiles (clothes, footwear and leather) is the study of the manufacture of textiles, textile and leather products, clothing and related items, shoes and other forms of footwear.
Programmes and qualifications with the following main content are classified here:
Clothing trades
Dressmaking
Footwear making
Fur making
Garment production
Leather processing
Saddlery
Shoemaking
Skins and leather production
Spinning
Tailoring
Textile trades
Upholstery
Weaving (industrial)
Wool science

=== Exclusions
Handicrafts studies (weaving, embroidery etc.) are excluded from this detailed field and included in detailed field 0214 'Handicrafts'.",,K,,,
knowledge,"engineering, manufacturing and construction",manufacturing and processing,"materials (glass, paper, plastic and wood)",,,K,,,
knowledge,"engineering, manufacturing and construction",manufacturing and processing,"textiles (clothes, footwear and leather)",,,K,,,
knowledge,"engineering, manufacturing and construction",manufacturing and processing,mining and extraction,"Mining and extraction is the study of assessing, planning, developing, and directing the extraction of minerals, oil and gas from the earth.
Programmes and qualifications with the following main content are classified here:
Coal mining
Mineral technology
Mining of minerals
Oil and gas drilling
Oil and gas extraction
Raw material extraction

=== Exclusions
Study of metallurgical engineering is excluded from this detailed field and included in 0715 'Mechanics and metal trades'
Study of geology is excluded from this detailed field and included in detailed field 0532 'Earth sciences'.",,K,,,
knowledge,"engineering, manufacturing and construction",manufacturing and processing,manufacturing and processing not elsewhere classified,,,K,,,
knowledge,"engineering, manufacturing and construction",architecture and construction,,,,K,,,
knowledge,"engineering, manufacturing and construction",architecture and construction,architecture and construction not further defined,,,K,,,
knowledge,"engineering, manufacturing and construction",architecture and construction,architecture and town planning,"Architecture is the study of the art, science and techniques of building design. It encompasses both utilitarian ends - such as the soundness of the structure and the functional and economic efficiency of the building - and aesthetic considerations. Town planning is the study of the regulated growth and improvement of towns in both functional and aesthetical points of view.
Programmes and qualifications with the following main content are classified here:
Architectural urban design and planning
Architecture
Building design
Cartography/Land surveying
City planning
Community development
Landscape architecture
Structural architecture
Surveying
Town and country planning
Urban planning

=== Exclusions
Study of interior design is excluded from this detailed field and included in detailed field 0212 'Fashion, interior and industrial design'. Geomatics is excluded from this detailed field and included in detailed field 0532 'Earth science'.
The laying out and construction of parks and gardens is excluded from this detailed field and included in detailed field 0812 'Horticulture'.",,K,,,
knowledge,"engineering, manufacturing and construction",architecture and construction,building and civil engineering,"Building is the study of the science, technology and techniques of assembling, erecting and maintaining public, commercial, industrial and residential structures and their fittings. Civil engineering is the study of planning, designing, testing and directing the construction of large scale buildings and structures, including systems for transport, water supply, sewage etc.
Programmes and qualifications with the following main content are classified here:
Bricklaying
Bridge construction
Building construction
Building engineering
Building technology
Carpentry and joinery (building)
Civil engineering
Construction equipment
Constructional metalwork (building)
Dock and harbour engineering
Floor and wall tiling
Floor covering
House building
Industrial abseiling (commercial)
Masonry and tile setting
Painting and wall covering
Plastering
Plumbing and pipefitting
Road building
Water engineering and technology
Water supply and sewerage engineering
Ventilation

=== Exclusions
Installation of electricity is excluded from this detailed field and included in detailed field 0713 'Electricity and energy'. Similarly, installing and repairing of heating, air-conditioning and refrigeration equipment is excluded from this detailed field and included in detailed field 0713 'Electricity and energy'.",,K,,,
knowledge,"engineering, manufacturing and construction","inter-disciplinary programmes and qualifications involving engineering, manufacturing and construction",,,,K,,,
knowledge,"engineering, manufacturing and construction","inter-disciplinary programmes and qualifications involving engineering, manufacturing and construction","inter-disciplinary programmes and qualifications involving engineering, manufacturing and construction","Inter-disciplinary or broad programmes and qualifications to which the greatest intended learning time is devoted to engineering, manufacturing and construction are classified here.",,K,,,
knowledge,"engineering, manufacturing and construction","engineering, manufacturing and construction not elsewhere classified",,,,K,,,
knowledge,"engineering, manufacturing and construction","engineering, manufacturing and construction not elsewhere classified","engineering, manufacturing and construction not elsewhere classified",,,K,,,
knowledge,"agriculture, forestry, fisheries and veterinary",,,,,K,,,
knowledge,"agriculture, forestry, fisheries and veterinary","agriculture, forestry, fisheries and veterinary not further defined",,,,K,,,
knowledge,"agriculture, forestry, fisheries and veterinary","agriculture, forestry, fisheries and veterinary not further defined","agriculture, forestry, fisheries and veterinary not further defined",,,K,,,
knowledge,"agriculture, forestry, fisheries and veterinary",agriculture,,,,K,,,
knowledge,"agriculture, forestry, fisheries and veterinary",agriculture,agriculture not further defined,,,K,,,
knowledge,"agriculture, forestry, fisheries and veterinary",agriculture,crop and livestock production,"Crop and livestock production is the study of growing, maintaining and harvesting crops and pastures, and grazing and managing animals. It includes the study of managing and maintaining farms and producing unprocessed plant and animal products.
Programmes and qualifications with the following main content are classified here:
Agricultural sciences
Agronomy and crop science
Animal husbandry
Crop growing
Dog breeding
Farm and ranch management
Farming
Fruit growing
Grain growing
Horse breeding
Pig farming
Poultry husbandry
Rice farming
Rye and wheat growing
Sheep farming
Soil science
Sugar cane growing
Vegetable planting
Wine growing

=== Inclusions
Study of soil fertility and irrigation techniques are included here.
Study of growing intensively managed crops such as fruit and vegetables is included here.

=== Exclusions
Study of wine production is excluded from this detailed field and is included in detailed field 0721 'Food processing'.
Jockeying is excluded from this detailed field and is included in detailed field 1014 'Sports'",,K,,,
knowledge,"agriculture, forestry, fisheries and veterinary",agriculture,horticulture,"Horticulture is the study of horticultural technology and management, floriculture, greenhouse methods, nursery management, landscape gardening etc.
Programmes and qualifications with the following main content are classified here:
Floriculture
Gardening
Green keeping
Horticultural techniques
Nursery management
Turf cultivation

=== Inclusions
The laying out and construction of urban and domestic parks and gardens is included here.
Gardening programmes combining floriculture and growing vegetables are included here.

=== Exclusions
Study of growing edible crops (such as wheat, rice, fruit, vegetables etc,) is excluded from this detailed field and included in detailed field 0811 'Crop and livestock production'.
Study of soil science, soil fertility and irrigation techniques is excluded from this detailed field and included in detailed field 0811 'Crop and livestock production'.
Study of National park management is excluded from this detailed field and included in detailed field 0522 'Natural environments and wildlife'.
Study of Landscape architecture is excluded from this detailed field and included in detailed field 0731 'Architecture and town planning'.",,K,,,
knowledge,"agriculture, forestry, fisheries and veterinary",agriculture,agriculture not elsewhere classified,,,K,,,
knowledge,"agriculture, forestry, fisheries and veterinary",forestry,,,,K,,,
knowledge,"agriculture, forestry, fisheries and veterinary",forestry,forestry,"Forestry is the study of establishing, cultivating, harvesting and managing forests. It includes the study of hunting and trapping.
Programmes and qualifications with the following main content are classified here:
Charcoal burning
Forest keeping
Forest product techniques
Forestry
Hunting and trapping
Logging
Tree felling

=== Exclusions
Study of National park management is excluded from this detailed field and included in detailed field 0522 'Natural environments and wildlife'.
Timber technology (sawmill production etc) is excluded from this detailed field and included in detailed field 0722 'Materials (glass, paper, plastic and wood)'.",,K,,,
knowledge,"agriculture, forestry, fisheries and veterinary",fisheries,,,,K,,,
knowledge,"agriculture, forestry, fisheries and veterinary",fisheries,fisheries,"Fisheries is the study of breeding, rearing and harvesting fish and other seafood.
Programmes and qualifications with the following main content are classified here:
Aquaculture
Fish breeding
Fish farms
Fishery science and technology
Pearl cultivating
Seafood farming
Shellfish breeding

=== Inclusions
Programmes for operating fishing boats are included here.

=== Exclusions
Study of industrial processing of fish is excluded from this detailed field and included in detailed field 0721 'Food processing'.",,K,,,
knowledge,"agriculture, forestry, fisheries and veterinary",veterinary,,,,K,,,
knowledge,"agriculture, forestry, fisheries and veterinary",veterinary,veterinary,"Veterinary is the study of preventing, diagnosing and treating diseases and injuries in animals, and their general care. The study of caring for sick, injured and infirm animals undergoing treatment in veterinary clinics is included. It also includes the study of providing assistance to veterinary scientists.
Programmes and qualifications with the following main content are classified here:
Animal health care
Animal reproduction (science)
Artificial insemination (of animals)
Veterinary assisting
Veterinary medicine
Veterinary nursing
Veterinary science

=== Inclusions
The science of animal reproduction is included here.

=== Exclusions
Study of animal breeding is excluded from this detailed field and included in detailed field 0811 'Crop and livestock production'.",,K,,,
knowledge,"agriculture, forestry, fisheries and veterinary","inter-disciplinary programmes and qualifications involving  agriculture, forestry, fisheries and veterinary",,,,K,,,
knowledge,"agriculture, forestry, fisheries and veterinary","inter-disciplinary programmes and qualifications involving  agriculture, forestry, fisheries and veterinary","inter-disciplinary programmes and qualifications involving  agriculture, forestry, fisheries and veterinary","Inter-disciplinary or broad programmes and qualifications to which the greatest intended learning time is devoted to agriculture, forestry, fisheries and veterinary are classified here.",,K,,,
knowledge,"agriculture, forestry, fisheries and veterinary","agriculture, forestry, fisheries and veterinary not elsewhere classified",,,,K,,,
knowledge,"agriculture, forestry, fisheries and veterinary","agriculture, forestry, fisheries and veterinary not elsewhere classified","agriculture, forestry, fisheries and veterinary not elsewhere classified",,,K,,,
knowledge,health and welfare,,,,,K,,,
knowledge,health and welfare,health and welfare not further defined,,,,K,,,
knowledge,health and welfare,health and welfare not further defined,health and welfare not further defined,,,K,,,
knowledge,health and welfare,health,,,,K,,,
knowledge,health and welfare,health,health not further defined,,,K,,,
knowledge,health and welfare,health,dental studies,"Dental studies are the study of diagnosing, treating and preventing diseases and abnormalities of the teeth and gums. It includes the study of designing, making and repairing dental prostheses and orthodontic appliances. It also includes the study of providing assistance to dentists.
Programmes and qualifications with the following main content are classified here:
Dental assisting
Dental hygiene
Dental laboratory technology
Dental nursing
Dental science
Dental surgery
Dental technology
Odontology
Oral surgery
Orthodontics

=== Inclusions
Study of public dental health is included here.",,K,,,
knowledge,health and welfare,health,medicine,"Medicine is the study of the principles and procedures used in preventing, diagnosing, caring for and treating illness, disease and injury in humans and the maintenance of general health. Principally, this detailed field consists of training of physicians/doctors.
Programmes and qualifications with the following main content are classified here:
Anaesthetics
Forensic medicine
Forensic pathology
General medicine
Gerontology
Gynaecology
Medical science
Medical training
Medicine
Paediatrics
Psychiatry
Surgery
Training of physicians/doctors",,K,,,
